Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2016,252265,Whitmore Apartments,Submitted,417-21 S Central,60644,,,AUSTIN,Multifamily Housing,68783,2000,3,,99,511336.3,2671821.9,,,,46.3,64.1,49.9,67.9,236.2,3.4,41.88764355,-87.76514926,"(41.88764355, -87.76514926)"
2018,175218,Renaissance Place at Hyde Park Condominium Association North,Submitted,5200 S Ellis,60615,4.0,false,HYDE PARK,Multifamily Housing,163832,1947,1,2993,87,2979419.8,7503445.7,,,,64,99,63.8,98,894.2,5.5,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2018,251874,Stagg Elemen-CPS,Submitted,7424 S MORGAN ST,60621,1.5,false,ENGLEWOOD,K-12 School,68227,1969,1,3513,38,1567896.9,4152070.1,,,,83.8,128.2,80.5,124.7,481.4,7.1,41.75900636,-87.64938411,"(41.75900636, -87.64938411)"
2017,175506,112th Street Building,Submitted,11203 S Ellis St,60628,,,PULLMAN,Office,61357,1974,1,,33,3217400,2300040,,,,89.9,204,96.5,213.6,717,11.7,41.6904567,-87.60475394,"(41.6904567, -87.60475394)"
2015,160425,Chestnut Place Apartments,Submitted,850 N.State Street,60610,,,NEAR NORTH SIDE,Multifamily Housing,253671,1982,1,,,8326450,2667031,,,,43.3,114.1,44.3,117,1815,7.2,41.898360689999997,-87.628622989999997,"(41.89836069, -87.62862299)"
2017,173733,(IL600) - 2336 N. Commonwealth,Submitted,2336 N. Commonwealth,60657,,,LINCOLN PARK,Multifamily Housing,55338,1969,1,,96,225622,2906658,,,,56.6,68,61.3,72.9,196.1,3.5,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2017,251217,Harbor House Condominium Association,Submitted,3200 N. Lake Shore Drive,60657,,,LAKE VIEW,Multifamily Housing,427429,1966,1,,46,9318244,30408952,,,,92.9,143.2,99.4,150,3338.1,7.8,41.940639,-87.639578,"(41.940639, -87.639578)"
2015,251717,Hancock Coll-CPS,Submitted,4034 W 56th St,60629,,,WEST ELSDON,K-12 School,169086,1956,1,,66,3699185,5289628,,,,53.2,101.5,55.7,104,1024,6.1,41.791794879999998,-87.724966710000004,"(41.79179488, -87.72496671)"
2017,175927,The Mayfair,Submitted,1660 E. 55th st,60615,,,HYDE PARK,Multifamily Housing,95500,1920,1,,76,871725,6943660,,,,81.8,105,89.4,113.6,530,5.5,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2016,114339,Sheridan Point Condominiums,Submitted,6325 N Sheridan Road,60660,,,EDGEWATER,Multifamily Housing,147000,1969,1,,47,2675199.1,11822484.7,,,,98.6,141.6,105.4,147,1121,7.6,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
2018,251755,Rogers Eleme-CPS,Submitted,7345 N WASHTENAW AVE,60645,2.5,false,WEST RIDGE,K-12 School,59810,1937,1,1673,54,1314435.1,3586626.2,,,,81.9,124.5,79.5,122,409.2,6.8,42.01509489,-87.69644878,"(42.01509489, -87.69644878)"
2018,175264,Yusuf North,Not Submitted,2753 W North Ave,60647,0.0,false,WEST TOWN,,50000,,1,,,,,,,,,,,,,,41.90999631,-87.69652744,"(41.90999631, -87.69652744)"
2016,158099,61480 - Galewood 14,Submitted,5530 W Homer St,60639-449,,,AUSTIN,Movie Theater,57976,2007,1,,,5924876.6,2541600,,,,146,366.9,150.5,366.5,1227.1,21.2,41.91589039,-87.76459083,"(41.91589039, -87.76459083)"
2018,101507,5148 N Kedzie Ave,Submitted,5148 N Kedzie Ave,60625,3.0,false,NORTH PARK,College/University,113740,1958,1,45,,4289122.8,12903539.7,,,,151.2,224.7,155.1,228.8,1398.9,12.3,41.97507877,-87.70870589,"(41.97507877, -87.70870589)"
2016,251757,Thorp Schola-CPS,Submitted,6024 W WARWICK AVE,60634,,,DUNNING,K-12 School,93200,1918,1,,75,1739396,5742960.9,,,,80.3,123.3,88.7,132.8,625.6,6.7,41.94895308,-87.77785435,"(41.94895308, -87.77785435)"
2016,252073,118 S Clinton,Submitted,118 S Clinton Street,60661,,,NEAR WEST SIDE,Office,77969,1910,1,,39,6441879.9,,,,,82.6,259.4,82.6,259.4,1191.1,15.3,41.87993535,-87.64144916,"(41.87993535, -87.64144916)"
2018,251215,Hilliard Homes Phase I Limited Partnership (Family),Submitted,2031 S Clark,60616,2.5,false,NEAR SOUTH SIDE,Multifamily Housing,173883,1966,1,3613,60,4100862.3,12467439.3,,,,95.3,141.3,95.6,140,1344.4,7.7,41.85459144,-87.62898163,"(41.85459144, -87.62898163)"
2016,168367,Digital Printer's Row,Submitted,600 South Federal,60605,,,LOOP,Multifamily Housing,350000,1912,1,,,79129534.5,,,,,226.1,709.9,226.1,709.9,14630.6,41.8,41.87429714,-87.62995134,"(41.87429714, -87.62995134)"
2016,160399,Cityfront Place,Submitted,400 North McClurg,60611,,,NEAR NORTH SIDE,Multifamily Housing,474551,1991,1,,26,15938987.4,27867403.2,,,,92.3,167.1,98.7,170.8,4418.1,9.3,41.88919665,-87.61813032,"(41.88919665, -87.61813032)"
2014,103611,Clark-Adams,Submitted,105 W. Adams,60603,,,LOOP,Office,490273,1927,1,,64,22359198,35944627,,,,119,220,114,214,6401,13.06,41.879395,-87.630986,"(41.879395, -87.630986)"
2015,234823,525 Hawthorne Place Condominium Association,Submitted,525 W Hawthorne Place,60657,,,LAKE VIEW,Multifamily Housing,275772,1969,1,,78,5914463,14396549,,,,73.7,122.2,76.7,125.4,1953,7.1,41.944212229999998,-87.642146870000005,"(41.94421223, -87.64214687)"
2017,175595,"714 -726 W. Waveland, LLC",Submitted,714 N. Waveland Ave.,60613,,,LAKE VIEW,Multifamily Housing,52000,1915,1,,71,403210,3028650,,,,66,85.5,72,91.8,235.4,4.5,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
2016,113745,The Sexton Condominium Association,Submitted,360 W. Illinois Street,60654,,,NEAR NORTH SIDE,Multifamily Housing,391514,1915,1,,67,10349657.1,10713784.2,,,,53.8,111.7,54.5,109.6,2476.7,6.3,41.89075805,-87.63753056,"(41.89075805, -87.63753056)"
2017,160198,"The Blackstone, A Renaissance Hotel",Submitted,636 South Michigan Avenue,60605,,,LOOP,Hotel,385000,2008,1,,48,16771870,19498410,,,,94.2,190,97,191.8,4136.7,10.7,41.87333117,-87.62422947,"(41.87333117, -87.62422947)"
2016,113414,Ridgemoor Estates V Condominium Association,Submitted,6430 W Belle Plaines,60634,,,DUNNING,Multifamily Housing,62931,1990,1,,100,596045,2488646.2,,,,49,71.3,52.2,73.8,242,3.8,41.94530408,-87.80186746,"(41.94530408, -87.80186746)"
2017,250082,Armour Square Apartments,Submitted,3120-3250 s. Wentworth Ave,60609,,,ARMOUR SQUARE,Multifamily Housing,313167,1970,4,,48,3993449,29971450,,,,108.5,140.5,116.9,149.4,2330.3,7.4,41.83768003,-87.631691,"(41.83768003, -87.631691)"
2017,250065,SULZER LIBRARY,Submitted,4455 N. Lincoln Ave.,60618,,,LINCOLN SQUARE,Library,83000,1985,1,,,4149845,3043155,,,,86.7,195.5,92.5,204.3,928.9,11.2,41.96277128,-87.68440214,"(41.96277128, -87.68440214)"
2016,172592,Hall Plaza,Submitted,4628-4650 W Diversey Ave,60639,,,HERMOSA,Strip Mall,66836,1957,1,,,5242265,4237545.1,,,,141.8,312.9,141.8,312.9,1191.3,17.8,41.9316219,-87.74259904,"(41.9316219, -87.74259904)"
2016,254389,Freedom Center,Submitted,825 N. Christiana,60651,,,Humboldt Park,Multifamily Housing,184000,2015,1,,22,8885680.5,11203500.6,,,,109.2,215.6,114.2,217.5,2232.9,12.1,41.90454715,-87.71254794,"(41.90454715, -87.71254794)"
2018,157458,Midwest Apartments,Submitted,6 N Hamlin,60624,3.5,false,WEST GARFIELD PARK,Multifamily Housing,232380,1920,1,13701,75,4763674,13542970.2,,,,78.8,118.6,79.1,118.9,1511.8,6.5,41.88113842,-87.7210443,"(41.88113842, -87.7210443)"
2016,252218,343 W Erie,Submitted,343 W Erie St,60654,,,NEAR NORTH SIDE,Office,80148,1903,1,,61,4996099.5,1261819.3,,,,78.1,212.3,80.4,219.6,987.9,12.3,41.89390309,-87.63774035,"(41.89390309, -87.63774035)"
2015,251310,03501-Western & Roscoe,Submitted,3400 N. Western Avenue,60618,,,NORTH CENTER,Supermarket/Grocery Store,55600,2002,1,,59,9032178,4090500,,,,236,587.29999999999995,237.8,586.70000000000005,2032,36.5,41.943184000000002,-87.688205499999995,"(41.943184, -87.6882055)"
2017,254038,Porta Coeli Residence,Submitted,2260 E. 99th Street,60617,,,South Deering,Multifamily Housing,79039,2015,1,,82,826305,4067747,,,,61.9,86.9,67.7,92.9,368.8,4.7,41.71331308,-87.55546646,"(41.71331308, -87.55546646)"
2015,166543,North & Kostner,Submitted,4501 W. North Avenue,60639,,,HUMBOLDT PARK,Retail Store,235761,2009,1,,76,10165065,1407460,,,,49.1,141.69999999999999,49.5,141.69999999999999,2117,9,41.909693099999998,-87.739459980000007,"(41.9096931, -87.73945998)"
2016,251624,Azuela-CPS,Submitted,4707 W Marquette Rd,60629,,,WEST LAWN,K-12 School,104990,2010,1,,54,3482372.5,2900256,,,,60.8,133.2,63.4,134.7,795.9,7.6,41.77052865,-87.73984436,"(41.77052865, -87.73984436)"
2018,252040,Kersten Physics Teaching Center,Submitted,5720 South Ellis Avenue,60637,3.0,false,HYDE PARK,College/University,59287,1985,1,233,,1423728.7,,6909678.2,875160,,155.3,220.9,155.1,220.7,741.8,12.5,41.79106711,-87.60164712,"(41.79106711, -87.60164712)"
2017,251318,03181-87th & State St,Submitted,87 W 87th Street,60620,,,CHATHAM,Supermarket/Grocery Store,70022,1974,1,,57,11550180,5605700,,,,245,602,253.5,609.5,2433.3,34.8,41.73449408,-87.62742921,"(41.73449408, -87.62742921)"
2017,131633,Fulton-Loomis-Carroll Condominium Association,Submitted,1400 W. Fulton St.,60607,,,NEAR WEST SIDE,Office,62555,1907,1,,97,589945,2948479,,,,56.6,79.1,62.2,85.1,265.7,4.2,41.88660859,-87.66258804,"(41.88660859, -87.66258804)"
2017,101807,Fine Arts Building,Submitted,408 410 S. Michigan Ave,60605,,,LOOP,Office,160558,1884,1,,84,3507198,12275439,,,,98.3,148.9,109.3,160.5,1300.5,8.1,41.87645683,-87.62485929,"(41.87645683, -87.62485929)"
2015,250167,162 North State Street,Submitted,162 N. State St.,60601,,,LOOP,Residence Hall/Dormitory,318360,1999,1,,,8652249,20047961,,7956240,,115.1,176.5,118.4,179.9,3223,10.1,41.88496713,-87.628366529999994,"(41.88496713, -87.62836653)"
2017,253990,(IL044) - Lincoln Lofts Condo,Submitted,3151 N. Lincoln Ave/,60657,,,Lake View,Multifamily Housing,126432,1936,1,,82,2861478,3605467,,,,51.1,101,53.4,103.4,720.6,5.7,41.9398563,-87.65846,"(41.9398563, -87.65846)"
2018,165439,Spertus Institute for Jewish Learning and Leadership,Submitted,610 S. Michigan Ave,60605,3.0,false,LOOP,College/University,142776,2007,1,566,,8607022.5,17085.9,,,,60.4,168.9,60.4,168.9,1432.8,10,41.87405317,-87.62482805,"(41.87405317, -87.62482805)"
2016,160266,Parc Huron Apartments,Submitted,469 West Huron Street,60654,,,NEAR NORTH SIDE,Multifamily Housing,355959,2010,1,,92,7839868.4,8264538.7,,,,45.2,93.5,47.3,94.6,1884,5.3,41.894664,-87.640771,"(41.894664, -87.640771)"
2016,101998,TransUnion LLC,Submitted,555 West Adams,60661,,,NEAR WEST SIDE,Office,312000,1990,1,,,13616602.8,,,,,43.6,137,43.6,137,2509.8,8,41.87897953,-87.64154809,"(41.87897953, -87.64154809)"
2016,251344,03470-Elston & Addison,Submitted,3570 North Elston,60618,,,AVONDALE,Supermarket/Grocery Store,55024,1983,1,,46,10161840.2,4459699.8,,,,265.7,665,265.4,658.9,2109.9,38.3,41.94511719,-87.70845236,"(41.94511719, -87.70845236)"
2017,156373,225 W. Ohio,Submitted,225 W. Ohio,60654,,,NEAR NORTH SIDE,Office,60892,1907,1,,92,1778548,1291432,,,,50.4,114,53.3,117,397.4,6.5,41.89234316,-87.63534055,"(41.89234316, -87.63534055)"
2016,254225,Ray and Joan Kroc Corps Community Center,Submitted,1250 W. 119th St.,60643,,,West Pullman,Fitness Center/Health Club/Gym,158483,2012,1,,,10303653.1,17952426,,,,178.3,323.1,183.3,324.7,2852.7,18,41.6776922,-87.65285,"(41.6776922, -87.65285)"
2017,115784,"The Highland Apartments, LLC",Submitted,7455-7469 N. Greenview Ave.,60626,,,ROGERS PARK,Multifamily Housing,51330,1915,1,,86,687010,4070758,,,,92.7,125.3,100.5,133.4,343.2,6.7,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2017,112724,6119 6125 N Winchester,Submitted,6119-6125 N Winchester Ave,60660,,,WEST RIDGE,Multifamily Housing,57600,1951,1,,9,1380021,6909000,,,,143.9,201.2,157.4,215.6,622.1,10.8,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
2018,251363,Franklin Fin-CPS,Submitted,225 W Evergreen Ave,60610,1.0,false,NEAR NORTH SIDE,K-12 School,53097,1926,1,653,28,1065648.8,4333598.2,,,,101.7,141.9,97.6,137.6,407.5,7.7,41.90615099,-87.63632886,"(41.90615099, -87.63632886)"
2016,159421,Lake Meadows 7,Submitted,400 E. 33rd Street,60616,,,DOUGLAS,Multifamily Housing,303979,1956,1,,24,2519280.9,42034809.3,,,,146.6,171.2,162.8,188.3,2697,8.9,41.83521407,-87.61617504,"(41.83521407, -87.61617504)"
2016,101560,IL0054ZZ - CLARK FEDERAL BLDG,Submitted,536 S CLARK STREET,60605,,,LOOP,Office,644389,1912,1,,67,31922228.4,29525477.6,,,,95.4,203.7,100.6,206.4,7452.2,11.6,41.87500832,-87.63122808,"(41.87500832, -87.63122808)"
2015,244449,30 East Huron Condominium Association,Submitted,30 E Huron,60611,,,NEAR NORTH SIDE,Multifamily Housing,486568,1980,1,,2,26768976,17714034,,,,91.4,211,94.7,218.3,6319,13,41.895491880000002,-87.626340290000002,"(41.89549188, -87.62634029)"
2017,237798,Stratford at South Commons Condominiums,Submitted,2605 S. Indiana Avenue,60616,,,DOUGLAS,Multifamily Housing,216000,1971,2,,,,,,,,,,,,,,41.84537939,-87.62167706,"(41.84537939, -87.62167706)"
2017,250063,GALLERY 37,Submitted,66 E. Randolph St.,60601,,,LOOP,Other - Entertainment/Public Assembly,75000,1872,1,,,2194294,3534284,,,,76.4,141.3,81.1,146.3,593.4,7.9,41.88452835,-87.62551055,"(41.88452835, -87.62551055)"
2018,172106,55 W. Chestnut Apartments,Submitted,55 W. Chestnut St.,60642,2.0,false,NEAR NORTH SIDE,Multifamily Housing,205000,1957,1,9525,48,4472807.9,12674588.4,,,,83.6,126,84.6,126.7,1417.3,6.9,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2016,159416,AMLI 900,Submitted,900 South Clark,60605,,,LOOP,Multifamily Housing,480050,2008,1,,45,19859406.1,7500892.4,,,,57,146.3,59.3,153.1,4058.9,8.5,41.87033029,-87.63101446,"(41.87033029, -87.63101446)"
2016,101547,Mercy Hospital and Medical Center,Submitted,2525 S. Michigan Ave,60616,,,NEAR SOUTH SIDE,Hospital (General Medical & Surgical),750000,1968,1,,24,80139964.2,102689293.4,,,,243.8,479.3,250.8,486.7,20225.8,27,41.84674735,-87.62133625,"(41.84674735, -87.62133625)"
2018,172762,Printers Row Condominium Association,Submitted,711 S Dearborn,60605,2.5,false,LOOP,Multifamily Housing,225000,1978,2,,52,5184110.9,10162427.6,,,,68.2,111.9,67.9,110.4,1402.2,6.2,41.86863212,-87.62730687,"(41.86863212, -87.62730687)"
2018,243071,1620 S. Michigan Ave Condo Association,Not Submitted,1620 S. Michigan Ave,60616,0.0,false,NEAR SOUTH SIDE,Multifamily Housing,251677,2006,1,9793,,7473982.6,15833500,,,,92.6,149.2,90.8,147.3,2084.4,8.3,41.85946307,-87.62429935,"(41.85946307, -87.62429935)"
2016,243692,5445 Edgewater Plaza Condominium Association,Submitted,5445 N. Sheridan Rd.,60640,,,EDGEWATER,Multifamily Housing,425474,1971,1,,23,10983623.8,40649874,,,,121.4,181.4,133.2,193.9,4183.6,9.8,41.98108553,-87.65453412,"(41.98108553, -87.65453412)"
2016,251222,2229 South Halsted,Submitted,2229 South Halsted Street,60608,,,LOWER WEST SIDE,Office,69803,1908,1,,58,4603995.8,15864.8,,,,66.2,207.3,68.4,214.3,849.5,12.2,41.85175985,-87.64626343,"(41.85175985, -87.64626343)"
2018,175780,5020 5030 S WOODLAWN AVE,Not Submitted,5020 5030 S WOODLAWN AVE,60615,0.0,false,KENWOOD,,80380,,1,2064,,,,,,,,,,,,,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2018,160286,Rosenwald Courts,Submitted,4648 South Michigan Avenue,60653,4.0,false,GRAND BOULEVARD,Multifamily Housing,220083,1936,1,8262,100,4202819.7,2242185.7,,,,29.3,64.2,27.4,59.6,818.3,3.7,41.81028171,-87.62440902,"(41.81028171, -87.62440902)"
2015,252064,Mansueto Library,Submitted,1100 East 57th Street,60637,,,HYDE PARK,Library,64028,2009,1,,,4143062,,17202221,13753441,,548.20000000000005,741.2,549.6,743.4,2699,42.2,41.792213070000003,-87.599949809999998,"(41.79221307, -87.59994981)"
2016,101794,225 West Wacker,Submitted,225 West Wacker Drive,60606,,,LOOP,Office,721992,1989,1,,92,33541976.5,,,,,46.5,145.9,47.6,149.6,6182.5,8.6,41.88628574,-87.63508062,"(41.88628574, -87.63508062)"
2015,132823,Bria of Forest Edge,Submitted,8001 S. Western Avenue,60620,,,ASHBURN,Senior Care Community,72786,1963,1,,1,5496937,13968191,,,,267.39999999999998,438.6,277.39999999999998,446.6,1846,25.4,41.747850849999999,-87.682448800000003,"(41.74785085, -87.6824488)"
2017,253994,(IL046) - Map Factory Lofts,Submitted,5235 N. Ravenswood,60640,,,Edgewater,Multifamily Housing,53903,1890,1,,94,663214,1368889,,,,37.7,65.3,40.1,67.5,195.3,3.6,41.9726457,-87.66491,"(41.9726457, -87.66491)"
2018,171995,7000-7010 S. Pulaski Road,Submitted,7000-7010 S. Pulaski Road,60629,3.0,false,WEST LAWN,Strip Mall,64215,1985,1,2,,4576713.5,4564712.7,,,,142.4,274.2,140.4,272.1,1003.9,15.6,41.76545745,-87.72352777,"(41.76545745, -87.72352777)"
2016,124312,Elston Plaza,Submitted,5033 N. ELSTON AVE,60630,,,ALBANY PARK,Retail Store,86894,1980,1,,82,3712679.1,2097076.9,,,,66.9,159.5,66.9,159.5,795.7,9.2,41.97217299,-87.7466969,"(41.97217299, -87.7466969)"
2017,175484,935 W. Chestnut,Submitted,935 W. Chestnut,60642,,,WEST TOWN,Office,72000,1889,1,,89,1918438,2963807,,,,67.8,126.9,68.7,129.6,512.1,7.1,41.89842276,-87.6515682,"(41.89842276, -87.6515682)"
2015,164090,Family Store and Adult Rehabilitation Center,Submitted,2258 N. Clybourn  Ave,60614,,,LINCOLN PARK,Residential Care Facility,51677,1952,1,,,1611032,3120800,,,,91.6,161.30000000000001,95.1,164.5,489,9.5,41.922858150000003,-87.666619929999996,"(41.92285815, -87.66661993)"
2016,252323,Paul G. Stewart Apartments Phase III,Submitted,401 E. Bowen,60653,,,GRAND BOULEVARD,Multifamily Housing,165306,1984,1,,29,7832812.4,1885069.8,,,,58.8,160.8,62.7,173.2,1543.9,9.3,41.81932261,-87.61539034,"(41.81932261, -87.61539034)"
2018,111893,Chicago Transit Authority - 120 N. Racine,Submitted,120 North Racine,60607,4.0,false,NEAR WEST SIDE,Office,125763,1994,1,1608,67,7180615.4,6796990.4,,,,111.1,216.6,105.7,210.9,1555.6,12.4,41.88355128,-87.65675926,"(41.88355128, -87.65675926)"
2016,134126,1111 N. Clark St.,Submitted,1111 N. CLARK ST,60610,,,NEAR NORTH SIDE,Automobile Dealership,90000,1910,1,,,3884370.9,5094500.1,,,,99.8,195,107.2,201.5,986.6,11,41.90248079,-87.63099565,"(41.90248079, -87.63099565)"
2016,250081,Alfreda Barnett Duster Apartments,Submitted,150 S. CAMPBELL,60612,,,NEAR WEST SIDE,Multifamily Housing,100282,1967,1,,62,1958285.7,7006661.7,,,,89.4,134.7,96.1,141.7,733.1,7.3,41.87887705,-87.68954239,"(41.87887705, -87.68954239)"
2018,251769,U.S. Cellular Plaza - 8410 _ Goby LLC,Submitted,8410 West Bryn Mawr Avenue,60631,1.0,false,OHARE,Office,212651,1981,1,,1,48270860.6,17711.6,,,,227.1,635.7,227.1,635.7,8031.5,37.8,41.981128,-87.838232,"(41.981128, -87.838232)"
2014,101868,300 South Wacker Property LLC,Submitted,300 South Wacker Drive,60606,,,LOOP,Office,600713,1971,1,,83,28250388,23260893,,,,86,188,80,181,6911,11.51,41.87767066,-87.6371323,"(41.87767066, -87.6371323)"
2016,228537,201 E. Chestnut St.,Submitted,201 E. Chestnut Street,60611,,,NEAR NORTH SIDE,Multifamily Housing,211080,1967,1,,25,9112367,3004333.4,,,,57.4,150.5,61.7,159.9,1839.2,8.7,41.89810086,-87.62158078,"(41.89810086, -87.62158078)"
2015,158406,65 E Wacker Place,Submitted,65 E Wacker Place,60601,,,LOOP,Office,249062,1928,1,,84,7318198,10258770,,5787348,,93.8,158.69999999999999,96.8,161.9,2320,9.300000000000001,41.88679295,-87.625630599999994,"(41.88679295, -87.6256306)"
2018,254329,901 S Plymouth,Submitted,901 South Plymouth Court,60605,3.5,false,Loop,Multifamily Housing,161700,1979,1,4230,53,6204432,5109787.6,,,,70,140.6,68.9,136.8,1303.6,8.1,41.8682103,-87.62733,"(41.8682103, -87.62733)"
2017,251523,Goethe Eleme-CPS,Submitted,2236 N Rockwell Ave,60647,,,LOGAN SQUARE,K-12 School,80028,1910,1,,73,2294565,2922007,,,,65.2,128.4,74.1,141.6,579.5,7.2,41.9226618,-87.69327193,"(41.9226618, -87.69327193)"
2017,175383,Chicago Metropolitan Housing Development Corporation,Submitted,5152-5178 S. King Dr.,60615,,,WASHINGTON PARK,Multifamily Housing,58656,1915,1,,59,362037,4281498,,,,79.2,96,85.9,103.1,294.3,5,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2018,251218,Museum Tower Residences (251218),Submitted,1335 South Prairie Avenue,60605,1.5,false,NEAR SOUTH SIDE,Multifamily Housing,362406,2003,1,13394,33,11958998.6,23287554.6,,,,97.3,159.9,98.6,161.5,3226.5,8.9,41.8648264,-87.62071198,"(41.8648264, -87.62071198)"
2018,172396,Greater Bethlehem Healing Temple Apostolic,Not Submitted,12 S Oakley Blvd,60612,0.0,false,NEAR WEST SIDE,,94625,,1,1648,,,,,,,,,,,,,41.88056352,-87.68430275,"(41.88056352, -87.68430275)"
2017,251385,Burley Eleme-CPS,Submitted,1630 W Barry Ave,60657,,,LAKE VIEW,K-12 School,58527,1894,1,,90,899759,2203656,,,,53,87.8,59.3,95.4,283.4,4.8,41.93812946,-87.66982182,"(41.93812946, -87.66982182)"
2018,254075,JeffJack,Submitted,601 West Jackson,60661,2.5,false,Near West Side,Multifamily Housing,195769,2015,1,6379,55,6781936.9,7882949.6,,,,74.9,139.3,74.5,136.9,1547,7.9,41.8832102,-87.64337,"(41.8832102, -87.64337)"
2017,173948,#8598-LINCOLN & MCCORMICK,Submitted,6211 Lincoln Ave,60659,,,NORTH PARK,Retail Store,142657,2004,1,,76,5729673,3262771,,,,63,136.5,66.5,139.3,1126.5,7.9,41.99582772,-87.71424303,"(41.99582772, -87.71424303)"
2018,117750,Whole Foods EWR,Submitted,6009 North Broadway,60660,2.5,false,EDGEWATER,Supermarket/Grocery Store,55717,2014,1,5555,51,9120572.8,8861670.1,,,,322.7,625.3,323.9,624.3,1988,35.7,41.99113477,-87.65969151,"(41.99113477, -87.65969151)"
2017,175231,Park Place on the Blvd,Submitted,1118-1128 E. Hyde Park,60615,,,KENWOOD,Multifamily Housing,64000,2007,1,,1,6397555,,,,,100,279.9,105.3,294.9,1064.3,16.6,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2016,105478,6230 N Kenmore,Submitted,6230 N. Kenmore Ave.,60660,,,EDGEWATER,Multifamily Housing,135000,1947,1,,96,1661650.8,8713036.3,,,,76.8,106.4,80.6,110.4,769.1,5.7,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
2015,165722,Drake Hotel,Submitted,140 E. Walton Place,60611,,,NEAR NORTH SIDE,Hotel,667000,1920,1,,68,14958570,61906592,,,,115.2,167.9,,,6294,9.4,41.900424229999999,-87.623393489999998,"(41.90042423, -87.62339349)"
2016,251992,United Airlines Reservation Center,Submitted,11555 W Touhy Ave,60666,,,OHARE,Office,122360,1989,1,,,19060042.7,6459438.2,,,,208.6,544.5,210.7,546.8,3856.3,31.5,42.008383,-87.905562,"(42.008383, -87.905562)"
2018,164787,Advocate Healthcare Center (Beverly Center),Submitted,9831 South Western Avenue,60643,2.0,false,BEVERLY,Medical Office,59345,1985,1,1601,41,6599480.2,,,,,111.2,311.4,110.5,309.4,1097.9,18.5,41.71458844,-87.68148367,"(41.71458844, -87.68148367)"
2018,105472,5816 N SHERIDAN RD,Not Submitted,5816 N SHERIDAN RD,60660,0.0,false,EDGEWATER,,80654,,1,5058,,,,,,,,,,,,,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
2017,227642,Granville Beach Condominium Association,Submitted,6171 N Sheridan Rd.,60660,,,EDGEWATER,Multifamily Housing,381380,1963,1,,57,4910550,27975631,,,,86.2,117.5,95,127,2393.9,6.3,41.99444431,-87.65487158,"(41.99444431, -87.65487158)"
2016,173880,6942 North Wolcott,Submitted,6942 - 60 North Wolcott Avenue,60626,,,ROGERS PARK,Multifamily Housing,61000,1922,1,,70,479092.6,4356908.9,,,,79.3,99.7,87.1,107.9,319.7,5.2,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2016,101846,200 West Adams St.,Submitted,200 West Adams St.,60606,,,LOOP,Office,789024,1985,1,,91,35696514.6,,,,,45.2,142.1,45.7,143.6,6579.6,8.3,41.87975177,-87.63414051,"(41.87975177, -87.63414051)"
2016,159571,2144 N. Lincoln Park Condominium Association,Submitted,2144 N. Lincoln Park West,60614,,,LINCOLN PARK,Multifamily Housing,287000,1975,1,,100,1946798.5,6116704.4,,,,28.1,43.7,30.9,46.7,683.7,2.4,41.92130396,-87.6364506,"(41.92130396, -87.6364506)"
2017,172167,Ironwood Court Apartments,Submitted,6015 S. Indiana,60637,,,WASHINGTON PARK,Multifamily Housing,70292,1915,1,,3,473319,11094522,,,,164.6,186.9,,,676.8,9.6,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
2018,173730,Beachwalk Apartments,Submitted,420 W. Fullerton,60614,4.0,false,LINCOLN PARK,Multifamily Housing,60000,1924,1,2498,80,1085841.7,4513066.1,,,,93.3,129.7,92.2,126.6,420.4,7,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2018,135103,6 West Hubbard,Submitted,6 West Hubbard,60654,1.0,false,NEAR NORTH SIDE,Office,66030,1988,1,3258,6,6548467.4,2782192.4,,,,141.3,321.9,140,318.4,1237.2,18.7,41.89009837,-87.62836025,"(41.89009837, -87.62836025)"
